time,node,valid,tracked,px,py,pz,qx,qy,qz,qw,trigger,axisX,axisY
437.468,Head,True,True,-0.01769765,0.065413,0.1220258,-0.1942144,-0.1252218,-0.01521625,0.9728149,0,0,0
437.468,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
437.468,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
437.679,Head,True,True,-0.01788645,0.06486297,0.1226452,-0.1927768,-0.125323,-0.01524415,0.9730873,0,0,0
437.679,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
437.679,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
437.884,Head,True,True,-0.0178072,0.06483698,0.1224575,-0.1925907,-0.1249263,-0.01542024,0.9731724,0,0,0
437.884,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
437.884,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
438.090,Head,True,True,-0.01786241,0.06467915,0.1222183,-0.1920656,-0.1254444,-0.01566089,0.9732057,0,0,0
438.090,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
438.090,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
438.294,Head,True,True,-0.01796475,0.06371725,0.1228525,-0.1896813,-0.1267972,-0.01550914,0.9735004,0,0,0
438.294,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
438.294,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
438.502,Head,True,True,-0.0173978,0.063609,0.1234213,-0.1898416,-0.1273796,-0.01585207,0.9733875,0,0,0
438.502,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
438.502,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
438.705,Head,True,True,-0.01732247,0.06305933,0.123688,-0.1883813,-0.127298,-0.01645354,0.9736719,0,0,0
438.705,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
438.705,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
438.907,Head,True,True,-0.0175281,0.06296337,0.1231306,-0.1882275,-0.1276641,-0.01616248,0.9736586,0,0,0
438.907,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
438.907,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
439.107,Head,True,True,-0.01807228,0.06291091,0.1228216,-0.1871506,-0.1298394,-0.01657524,0.9735717,0,0,0
439.107,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
439.107,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
439.309,Head,True,True,-0.0174359,0.06312239,0.1228406,-0.1874493,-0.1284517,-0.01719174,0.9736875,0,0,0
439.309,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
439.309,RightHand,True,False,0,0,0,0,0,0,1,0,0,0
439.523,Head,True,True,-0.01635514,0.06352806,0.1230588,-0.1882969,-0.1252134,-0.01776236,0.9739355,0,0,0
439.523,LeftHand,True,False,0,0,0,0,0,0,1,0,0,0
