time,node,valid,tracked,px,py,pz,qx,qy,qz,qw,trigger,axisX,axisY
3374.631,Head,True,True,0.264604,0.04496062,-0.4322973,-0.2162043,-0.20034,-0.03318626,0.9549965,0,0,0
3374.631,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3374.631,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3374.846,Head,True,True,0.2642652,0.04511237,-0.4324329,-0.216481,-0.2008041,-0.03355654,0.9548234,0,0,0
3374.846,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028964,0.1756949,-0.3520696,0.8680047,0,0,0
3374.846,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354843,0.2921976,0.8202621,0,0,0
3375.064,Head,True,True,0.2643898,0.04542887,-0.4327953,-0.2172305,-0.200323,-0.03401934,0.9547378,0,0,0
3375.064,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3375.064,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3375.283,Head,True,True,0.2642085,0.04560554,-0.4330355,-0.2188533,-0.1997559,-0.03308911,0.9545187,0,0,0
3375.283,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3375.283,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3375.498,Head,True,True,0.2642906,0.04563665,-0.4333754,-0.2190339,-0.1997227,-0.03358877,0.9544668,0,0,0
3375.498,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3375.498,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3375.701,Head,True,True,0.265204,0.04653895,-0.4342529,-0.2239326,-0.1990558,-0.03455116,0.9534344,0,0,0
3375.701,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3375.701,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3375.906,Head,True,True,0.265764,0.04702342,-0.4345483,-0.2273064,-0.197966,-0.0347686,0.9528549,0,0,0
